FolderPath,PrefabName,InitPos,InitRot,GameObjectName,IntTL,SyncedTL
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_PS/KR,PS_R_G.prefab,-253.908374/3.834487/-68.153428,0.0/167.781019/0.0,C119AS300530,IC000135,SSN001430
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_L_G.prefab,-259.656104/5.973323/-74.089917,0.0/167.293065/0.0,C119AS300529,IC000135,SSN001430
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_L_G.prefab,-263.651150/5.960834/-74.763824,0.0/167.293065/0.0,C119AS300528,IC000135,SSN001430
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_PS/KR,PS_R_G.prefab,-255.986629/4.018716/-73.871034,0.0/242.021571/0.0,C119AS300527,IC000135,SSN001539
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_L_G.prefab,-294.389035/6.426110/-73.263596,0.0/241.613771/0.0,C119AS300526,IC000135,SSN001539
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_L_G.prefab,-296.393648/6.499039/-69.820767,0.0/241.613771/0.0,C119AS300525,IC000135,SSN001539
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_PS/KR,PS_R_G.prefab,-292.291232/3.707809/-84.975972,0.0/354.612823/0.0,C119AS300524,IC000135,SSN001484
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_PS/KR,PS_R_G.prefab,-861.897124/2.047724/-516.894712,0.0/242.774206/0.0,C119AS300523,IC000018,SSN002079
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_PS/KR,PS_R_G.prefab,-894.514969/1.844026/-488.284029,0.0/315.988154/0.0,C119AS300522,IC000018,SSN002210
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_G.prefab,-889.778260/3.864543/-484.097789,0.0/315.988154/0.0,C119AS300521,IC000018,SSN002210
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_G.prefab,-886.793802/3.843613/-481.535246,0.0/315.988154/0.0,C119AS300520,IC000018,SSN002210
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_PS/KR,PS_R_G.prefab,-858.871240/2.048066/-466.894608,0.0/138.201155/0.0,C119AS300519,IC000018,SSN002277
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_PS/KR,PS_R_G.prefab,-870.797273/2.081058/-471.933921,0.0/51.883112/0.0,C119AS300518,IC000018,SSN002144
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_G.prefab,-875.458061/4.253490/-475.767671,0.0/137.054089/0.0,C119AS300517,IC000018,SSN002277
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_G.prefab,-862.732824/4.389035/-477.960106,0.0/51.883112/0.0,C119AS300516,IC000018,SSN002144
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_G.prefab,-861.008397/4.379940/-480.087735,0.0/51.883112/0.0,C119AS300515,IC000018,SSN002144
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hot_R_Y_G_Bus.prefab,-857.343523/4.413473/-484.736105,0.0/51.923980/0.0,C119AS300514,IC000018,SSN002144
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_PS/KR,PS_R_G.prefab,-840.945052/1.799506/-499.054255,0.0/138.201155/0.0,C119AS300513,IC000018,SSN002277
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_G.prefab,-845.865519/3.882688/-503.129932,0.0/137.054089/0.0,C119AS300512,IC000018,SSN002277
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_G.prefab,-848.869658/3.920421/-505.596890,0.0/137.054089/0.0,C119AS300511,IC000018,SSN002277
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_G.prefab,-857.948414/3.980084/-512.814370,0.0/315.988154/0.0,C119AS300510,IC000018,SSN002210
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hot_R_Y_G_Bus.prefab,-877.860333/4.391947/-503.593080,0.0/242.843159/0.0,C119AS300509,IC000018,SSN002079
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_G.prefab,-872.430016/4.364127/-510.339158,0.0/284.689163/0.0,C119AS300508,IC000018,SSN002079
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_G.prefab,-874.186626/4.361521/-508.184103,0.0/284.689163/0.0,C119AS300507,IC000018,SSN002079
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_L_G.prefab,-833.888757/27.778203/-7088.757057,0.0/104.375304/0.0,C119AS300506,IC000260,SSN001938
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_L_G.prefab,-833.745429/27.702842/-7085.616265,0.0/104.375304/0.0,C119AS300505,IC000260,SSN001938
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_L_G.prefab,358.209323/47.708729/-6690.379636,0.0/233.581821/0.0,C119AS300504,,
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_PS/KR,PS_R_G.prefab,-5135.472537/8.960603/-3278.269871,0.0/195.857319/0.0,C119AS300503,IC000145,SSN001244
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_L_G.prefab,-5140.095706/10.966493/-3275.071655,0.0/195.857319/0.0,C119AS300502,IC000145,SSN001244
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_L_G.prefab,-5158.299245/10.846493/-3264.698205,0.0/43.965193/0.0,C119AS300501,IC000145,SSN001135
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_L_G.prefab,-5161.801825/10.896493/-3262.753480,0.0/43.965193/0.0,C119AS300500,IC000145,SSN001135
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_PS/KR,PS_R_G.prefab,-5174.072470/9.275935/-3271.122651,0.0/195.857319/0.0,C119AS300499,IC000145,SSN001244
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_PS/KR,PS_R_G.prefab,-5194.882255/9.997334/-3288.784630,0.0/43.965193/0.0,C119AS300498,IC000145,SSN001135
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_L_G.prefab,-5191.735257/12.031153/-3281.817851,0.0/299.585244/0.0,C119AS300497,IC000145,SSN001354
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_L_G.prefab,-5193.603947/12.078833/-3285.400271,0.0/299.585244/0.0,C119AS300496,IC000145,SSN001354
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_L_G.prefab,-5150.906200/11.911643/-3310.016165,0.0/299.585244/0.0,C119AS300495,IC000145,SSN001354
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_PS/KR,PS_R_G.prefab,-5377.179758/14.444050/-5407.226270,0.0/175.083644/0.0,C119AS300494,IC000177,SSN001577
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hot_R_Y_G_Bus.prefab,-5395.954234/16.647062/-5412.078836,0.0/3.474247/0.0,C119AS300493,IC000177,SSN001465
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_G.prefab,-5185.804449/23.225953/-5929.211415,0.0/142.950084/0.0,C119AS300492,IC000210,SSN001804
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_PS/KR,PS_R_G.prefab,-4778.469815/10.631489/-6435.485225,0.0/315.786886/0.0,C119AS300491,IC000244,SSN001919
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_PS/KR,PS_R_G.prefab,-4729.614996/8.252353/-6395.554713,0.0/135.846850/0.0,C119AS300490,IC000244,SSN002270
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_PS/KR,PS_R_G.prefab,-4716.147109/8.715049/-6410.838110,0.0/135.846850/0.0,C119AS300489,IC000244,SSN002270
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_L_G.prefab,-4718.023568/10.567179/-6407.724090,0.0/228.549230/0.0,C119AS300488,IC000244,SSN002152
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_L_G.prefab,-4775.988309/12.711143/-6438.311086,0.0/46.027381/0.0,C119AS300487,IC000244,SSN002035
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_L_G.prefab,-4764.658694/13.065583/-6449.438744,0.0/228.549230/0.0,C119AS300486,IC000244,SSN002152
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_L_G.prefab,-4762.202347/13.022883/-6452.596966,0.0/228.549230/0.0,C119AS300485,IC000244,SSN002152
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_L_G.prefab,-4407.844514/18.863733/-6762.556336,0.0/136.881395/0.0,C119AS300484,IC000034,SSN000118
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_PS/KR,PS_R_G.prefab,-4385.563964/17.006067/-6765.946765,0.0/136.881382/0.0,C119AS300483,IC000034,SSN000118
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_PS/KR,PS_R_G.prefab,-4415.317836/16.632963/-6790.338116,0.0/136.881382/0.0,C119AS300482,IC000034,SSN000118
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_L_G.prefab,-4080.103002/25.782084/-7052.172884,0.0/263.176109/0.0,C119AS300481,IC000107,SSN000359
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_L_G.prefab,-4081.955785/25.723133/-7055.647368,0.0/263.176109/0.0,C119AS300480,IC000107,SSN000359
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_L_G.prefab,-4069.735528/25.802233/-7039.180359,0.0/120.597478/0.0,C119AS300479,IC000107,SSN000481
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_PS/KR,PS_R_G.prefab,-4065.957860/23.926954/-7032.545884,0.0/300.740386/0.0,C119AS300478,IC000107,SSN000359
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_PS/KR,PS_R_G.prefab,-3606.565374/17.282143/-7292.863070,0.0/291.835398/0.0,C119AS300477,IC000037,SSN000853
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_L_G.prefab,-2200.234342/18.810503/-6990.392784,0.0/0.0/0.0,C119AS300476,IC000116,SSN000178
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_L_G.prefab,-2204.110397/18.826673/-6991.181634,0.0/0.0/0.0,C119AS300475,IC000116,SSN000178
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_PS/KR,PS_R_G.prefab,-2209.597516/16.535554/-6992.827765,0.0/79.379694/0.0,C119AS300474,IC000116,SSN000897
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_G.prefab,-1034.778343/29.284054/-7054.326269,0.0/2.960299/0.0,C119AS300473,IC000214,SSN001793
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_G.prefab,-1037.434856/29.327253/-7054.453034,0.0/2.960299/0.0,C119AS300472,IC000214,SSN001793
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_PS/KR,PS_R_G.prefab,-4856.054080/6.501660/-3045.087657,0.0/340.320372/0.0,C119AS300471,IC000114,SSN000814
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_L_G.prefab,-4836.110566/8.349703/-3041.265011,0.0/340.813014/0.0,C119AS300470,IC000114,SSN000814
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hot_R_Y_G_Bus.prefab,-4865.017957/8.505590/-3029.063150,0.0/211.057099/0.0,C119AS300469,IC000114,SSN001027
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hot_R_Y_G_Bus.prefab,-4865.590662/8.505590/-3026.984419,0.0/76.654722/0.0,C119AS300468,IC000114,SSN000920
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_L_G.prefab,-4860.143007/8.405590/-3036.388481,0.0/286.011069/0.0,C119AS300467,IC000114,SSN001027
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_L_G.prefab,-4858.761956/8.505590/-3040.065708,0.0/286.011069/0.0,C119AS300466,IC000114,SSN001027
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_PS/KR,PS_R_G.prefab,-4084.062001/23.867310/-7061.027748,0.0/300.740386/0.0,C119AS300465,IC000107,SSN000359
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_PS/KR,PS_R_G.prefab,-3584.837283/17.128299/-7261.836707,0.0/291.835398/0.0,C119AS300464,IC000037,SSN000853
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hot_R_Y_G_Bus.prefab,-5156.608851/11.918373/-3284.072570,0.0/183.718061/0.0,C119AS300463,IC000145,SSN001244
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hot_R_Y_G_Bus.prefab,-5158.891014/11.893148/-3282.456759,0.0/70.574412/0.0,C119AS300462,IC000145,SSN001135
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_G.prefab,-5176.867680/11.480740/-3278.394441,0.0/0.0/0.0,C119AS300461,,
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hot_R_Y_G_Bus.prefab,-5171.550262/12.560024/-3305.853709,0.0/70.574412/0.0,C119AS300460,IC000145,SSN001135
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hot_R_Y_G_Bus.prefab,-5169.220911/12.578873/-3307.457050,0.0/183.718061/0.0,C119AS300459,IC000145,SSN001244
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_L_G.prefab,-5168.731817/12.719126/-3324.664833,0.0/195.857319/0.0,C119AS300458,IC000145,SSN001244
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_G.prefab,-5165.228070/12.585258/-3326.545912,0.0/195.857319/0.0,C119AS300457,IC000145,SSN001244
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_PS/KR,PS_R_G.prefab,-5161.744732/10.611878/-3327.429948,0.0/299.585244/0.0,C119AS300456,IC000145,SSN001354
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_G.prefab,-5187.670702/12.703517/-3315.617066,0.0/43.965193/0.0,C119AS300455,IC000145,SSN001135
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_PS/KR,PS_R_G.prefab,-5192.624886/10.741241/-3312.796496,0.0/299.585244/0.0,C119AS300454,IC000145,SSN001354
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_PS/KR,PS_R_G.prefab,-5373.937009/12.726212/-5359.659651,0.0/5.008847/0.0,C119AS300453,IC000177,SSN001465
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_PS/KR,PS_R_G.prefab,-5410.849264/12.404655/-5348.365860,0.0/5.008847/0.0,C119AS300452,IC000177,SSN001465
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_L_G.prefab,-5383.578689/14.716431/-5360.802234,0.0/173.549310/0.0,C119AS300451,IC000177,SSN001577
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_L_G.prefab,-5401.124814/14.573785/-5348.798108,0.0/4.949976/0.0,C119AS300450,IC000177,SSN001465
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_G.prefab,-5405.078299/14.503121/-5348.467638,0.0/4.949976/0.0,C119AS300449,IC000177,SSN001465
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hot_R_Y_G_Bus.prefab,-5394.324240/14.416204/-5344.978171,0.0/4.976408/0.0,C119AS300448,IC000177,SSN001465
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hot_R_Y_G_Bus.prefab,-5391.545476/14.412388/-5345.233078,0.0/180.093760/0.0,C119AS300447,IC000177,SSN001577
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_L_G.prefab,-5404.826349/15.748372/-5396.626087,0.0/4.949976/0.0,C119AS300446,IC000177,SSN001465
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_PS/KR,PS_R_G.prefab,-5414.435935/13.778815/-5398.075071,0.0/175.083644/0.0,C119AS300445,IC000177,SSN001577
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_L_G.prefab,-5386.799296/15.976551/-5407.848164,0.0/173.549310/0.0,C119AS300444,IC000177,SSN001577
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_G.prefab,-5382.855704/16.034054/-5407.836568,0.0/173.549310/0.0,C119AS300443,IC000177,SSN001577
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hot_R_Y_G_Bus.prefab,-5393.122581/16.647062/-5412.289412,0.0/156.395123/0.0,C119AS300442,IC000177,SSN001577
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_G.prefab,-5237.183779/22.819582/-5892.382717,0.0/337.026972/0.0,C119AS300441,IC000210,SSN001690
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_PS/KR,PS_R_G.prefab,-5243.725331/20.774296/-5896.529731,0.0/332.968038/0.0,C119AS300440,IC000210,SSN001690
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_PS/KR,PS_R_G.prefab,-5209.731451/21.054450/-5878.945239,0.0/332.968038/0.0,C119AS300439,IC000210,SSN001690
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_G.prefab,-5215.004561/22.720678/-5881.255721,0.0/142.950084/0.0,C119AS300438,IC000210,SSN001804
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_G.prefab,-5222.770927/23.272120/-5907.027991,0.0/337.026972/0.0,C119AS300437,IC000210,SSN001690
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hot_R_Y_G_Bus.prefab,-5221.322590/23.284292/-5901.985591,0.0/336.076743/0.0,C119AS300436,IC000210,SSN001690
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_G.prefab,-5203.992320/23.592043/-5917.250951,0.0/142.950084/0.0,C119AS300435,IC000210,SSN001804
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hot_R_Y_G_Bus.prefab,-5205.614486/23.569811/-5922.314687,0.0/135.673280/0.0,C119AS300434,IC000210,SSN001804
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_G.prefab,-5212.546251/23.032659/-5940.434677,0.0/337.026972/0.0,C119AS300433,IC000210,SSN001690
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_PS/KR,PS_R_G.prefab,-5217.679304/21.269772/-5943.283247,0.0/148.529604/0.0,C119AS300432,IC000210,SSN001804
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_G.prefab,-5189.162229/23.266507/-5931.346683,0.0/142.950084/0.0,C119AS300431,IC000210,SSN001804
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_PS/KR,PS_R_G.prefab,-5182.931611/21.434107/-5926.667658,0.0/148.529604/0.0,C119AS300430,IC000210,SSN001804
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_L_G.prefab,-4758.839329/11.525043/-6398.586269,0.0/135.846850/0.0,C119AS300429,IC000244,SSN002270
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_PS/KR,PS_R_G.prefab,-4752.735390/9.695024/-6394.078394,0.0/46.234633/0.0,C119AS300428,IC000244,SSN002035
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_L_G.prefab,-4770.237731/12.333267/-6410.756512,0.0/315.870003/0.0,C119AS300427,IC000244,SSN001919
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_L_G.prefab,-4773.236653/12.294200/-6413.299955,0.0/315.870003/0.0,C119AS300426,IC000244,SSN001919
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_PS/KR,PS_R_G.prefab,-4777.156337/10.652434/-6417.462491,0.0/46.234633/0.0,C119AS300425,IC000244,SSN002035
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_L_G.prefab,-4735.239743/12.390618/-6449.511545,0.0/315.520693/0.0,C119AS300424,IC000244,SSN001919
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_PS/KR,PS_R_G.prefab,-4740.731495/10.696856/-6454.714550,0.0/228.549230/0.0,C119AS300423,IC000244,SSN002152
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_PS/KR,PS_R_G.prefab,-4714.849511/9.240923/-6432.884806,0.0/228.549230/0.0,C119AS300422,IC000244,SSN002152
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_L_G.prefab,-4721.293647/11.332936/-6440.161456,0.0/135.846850/0.0,C119AS300421,IC000244,SSN002270
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_G.prefab,-4718.508403/11.234480/-6437.380703,0.0/135.846850/0.0,C119AS300420,IC000244,SSN002270
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_G.prefab,-4442.428697/17.418435/-6751.354625,0.0/317.224145/0.0,C119AS300419,IC000034,SSN000238
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_PS/KR,PS_R_G.prefab,-4447.716467/15.476588/-6757.101207,0.0/317.224145/0.0,C119AS300418,IC000034,SSN000238
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_PS/KR,PS_R_G.prefab,-4420.000217/15.364463/-6730.509100,0.0/317.224145/0.0,C119AS300417,IC000034,SSN000238
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_G.prefab,-4424.381560/17.434973/-6734.276907,0.0/136.881395/0.0,C119AS300416,IC000034,SSN000118
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_G.prefab,-4425.180894/18.275545/-6755.477341,0.0/315.588803/0.0,C119AS300415,IC000034,SSN000238
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_G.prefab,-4424.828861/18.281436/-6760.673500,0.0/317.224145/0.0,C119AS300414,IC000034,SSN000238
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hot_R_Y_G_Bus.prefab,-4408.001954/18.849398/-6767.690326,0.0/132.913305/0.0,C119AS300413,IC000034,SSN000118
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_G.prefab,-4390.636576/18.831579/-6771.956890,0.0/136.881395/0.0,C119AS300412,IC000034,SSN000118
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_G.prefab,-4387.824906/18.878193/-6769.101227,0.0/136.881395/0.0,C119AS300411,IC000034,SSN000118
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_G.prefab,-4410.715136/18.528620/-6786.739642,0.0/317.224145/0.0,C119AS300410,IC000034,SSN000238
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_PS/KR,PS_R_G.prefab,-4035.350891/23.193123/-7089.827526,0.0/120.597478/0.0,C119AS300409,IC000107,SSN000481
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_L_G.prefab,-4030.608579/25.306468/-7083.986721,0.0/263.176109/0.0,C119AS300408,IC000107,SSN000359
Assets/1_Module/Map/MapManagerModule/RoadObject/Prefabs/01_MapCommon_TL/KR,TL_Hor_R_Y_G.prefab,-4021.197398/25.370694/-7070.134013,0.0/120.597478/0.0,C119AS300407,IC000107,SSN000481
